especie_validada,longitud_caparazon_mm,longitud_rostro_mm,longitud_quela_mm,ancho_quela_mm,pleon_plegado,presencia_setas,ornamentacion_caparazon,forma_quela,notas,info_detallada,link_especie
Petrolisthes tridentatus,8.47,2.26,9.26,3.05,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.08,1.96,9.15,2.96,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.07,2.13,8.55,3.17,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.53,1.99,8.05,2.91,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.52,2.0,8.55,2.92,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.34,2.05,8.89,2.94,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.84,1.91,9.73,2.95,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.49,2.15,9.45,2.94,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.16,2.0,8.59,3.05,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.53,2.12,8.79,3.03,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.11,1.97,9.26,2.93,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.35,1.87,9.06,3.29,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.6,1.93,9.23,3.03,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.14,2.05,9.29,3.17,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.16,1.98,9.3,3.28,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.95,1.9,9.5,2.98,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.13,2.08,8.76,2.99,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.13,2.02,9.32,2.93,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.21,1.97,9.33,3.09,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.63,2.11,8.76,3.12,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.15,2.18,8.9,2.95,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.99,1.97,9.36,2.76,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.58,1.89,9.43,3.26,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.96,1.98,9.03,3.17,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.63,2.02,9.44,3.08,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.08,2.1,7.78,3.1,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.74,1.82,9.23,3.21,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.95,2.1,9.73,3.2,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.66,2.07,9.03,2.76,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.9,1.92,9.98,2.97,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.05,2.06,9.02,3.25,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.75,2.02,8.67,2.8,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.76,2.0,8.81,2.9,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.44,1.99,8.32,3.11,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.03,1.85,8.86,2.89,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,8.13,2.13,8.16,3.02,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.94,2.07,9.1,2.89,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes tridentatus,7.87,1.92,9.48,3.0,1,0,lisa,robusta,"Aguas someras, frente tridentada inferida, Vzla+PI",Presente en diversos ambientes marinos y estuarinos de aguas someras.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=493150
Petrolisthes jugosus,2.3,0.5,2.41,0.92,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.91,0.46,2.53,1.03,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.93,0.52,2.44,1.01,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.27,0.52,2.47,0.96,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.87,0.48,2.47,0.95,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.09,0.5,2.47,0.97,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.12,0.51,2.36,1.07,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.09,0.5,2.59,1.01,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.2,0.51,2.42,1.02,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.98,0.5,2.5,0.99,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.09,0.45,2.43,1.0,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.12,0.47,2.66,0.96,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.2,0.51,2.42,1.09,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.97,0.52,2.63,0.97,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.25,0.49,2.54,1.01,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.09,0.52,2.6,0.91,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.24,0.46,2.63,1.06,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.99,0.49,2.36,0.99,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.07,0.52,2.66,1.07,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.04,0.49,2.29,0.96,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.2,0.54,2.35,0.97,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.1,0.51,2.4,1.02,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.05,0.5,2.57,1.0,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.05,0.5,2.49,0.98,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.07,0.54,2.57,0.99,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.17,0.49,2.65,1.02,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.09,0.51,2.3,0.94,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.97,0.5,2.72,1.11,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.17,0.51,2.27,0.97,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.02,0.48,2.48,0.98,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.89,0.52,2.37,1.01,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.32,0.48,2.18,0.99,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.22,0.55,2.35,1.02,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.05,0.5,2.83,0.92,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.13,0.51,2.64,1.0,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.13,0.49,2.53,0.98,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.17,0.49,2.55,1.0,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.22,0.5,2.28,1.06,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.0,0.48,2.43,1.07,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,1.88,0.58,2.63,1.01,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.09,0.51,2.57,1.03,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.16,0.5,2.48,0.99,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.08,0.53,2.57,0.85,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.17,0.5,2.5,0.98,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.22,0.52,2.4,1.02,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.0,0.47,2.42,1.04,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.2,0.51,2.59,1.03,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.03,0.51,2.6,1.04,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.22,0.52,2.54,1.05,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes jugosus,2.1,0.48,2.48,0.96,1,0,lisa,robusta,"Pequeño, rojo y blanco, bentónico, Vzla+PI",Pequeño cangrejo de coloración roja y blanca que habita en fondos rocosos hasta los 190m.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421876
Petrolisthes politus,6.76,1.49,7.68,2.95,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.34,1.52,8.0,2.88,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,7.23,1.57,7.36,2.89,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.73,1.43,8.33,2.97,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.91,1.35,8.25,2.81,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,7.02,1.52,8.54,2.8,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,5.94,1.51,8.72,3.19,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,7.07,1.46,8.32,2.85,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,7.17,1.54,8.42,3.41,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,7.14,1.46,7.99,2.73,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.76,1.47,7.79,3.02,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.71,1.58,8.0,3.0,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.89,1.51,8.33,2.87,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.77,1.48,7.46,2.88,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,6.83,1.57,8.11,3.03,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
Petrolisthes politus,7.3,1.49,8.16,2.98,1,0,lisa,robusta,"Cangrejo porcelana espalda roja (redback), Vzla+PI",Conocido como cangrejo porcelana de espalda roja por su llamativa coloración dorsal.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421881
